session_id,point_index,world_x,world_y,expected_pixel_x,expected_pixel_y,matched_pixel_x,matched_pixel_y,raw_pip_center_x,raw_pip_center_y,die_center_x,die_center_y,value,color,pixel_match_distance,detection_json,capture_dir,notes
20260508_210224,12,175.585,16.876,62.563,193.035,65.19,193.46,65.71,195.17,59.21,190.29,2,b,2.661,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210224\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210224,
20260508_210335,1,173.172,-37.938,211.418,197.97,218.44,197.58,219.42,199.31,217.08,196.67,4,r,7.033,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210335\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210335,
20260508_210335,2,249.2,-37.418,203.335,63.834,203.12,64.04,204.06,64.96,202.69,64.11,1,r,0.298,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210335\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210335,
20260508_210335,3,197.466,-35.411,202.36,154.121,205.87,155.48,206.81,156.95,204.61,154.97,3,b,3.763,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210335\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210335,
20260508_210335,4,223.096,-32.973,193.637,108.923,195.14,112.58,196.05,113.8,194.6,111.7,2,b,3.954,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210335\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210335,
20260508_210335,5,264.676,-18.992,153.616,38.067,157.08,36.37,157.88,37.12,157.06,36.14,2,b,3.857,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210335\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210335,
20260508_210335,6,184.435,-13.187,143.086,177.372,146.74,176.4,147.5,178.0,146.11,175.16,5,b,3.781,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210335\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210335,
20260508_210335,7,211.051,-6.11,122.629,130.161,124.28,129.58,124.97,130.9,124.26,128.54,4,r,1.75,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210335\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210335,
20260508_210335,8,243.152,-4.219,116.076,74.746,118.03,74.26,118.7,75.24,118.17,74.06,6,b,2.013,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210335\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210335,
20260508_210335,9,227.65,13.4,70.437,101.512,71.09,102.82,71.63,103.98,71.43,101.92,4,r,1.462,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210335\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210335,
20260508_210335,10,262.751,13.605,68.973,42.082,71.69,41.63,72.23,42.42,71.63,40.98,4,r,2.755,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210335\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210335,
20260508_210335,11,173.151,14.354,69.386,197.442,64.71,195.35,65.23,197.07,65.7,194.33,2,b,5.123,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210335\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210335,
20260508_210335,12,202.489,17.424,60.47,145.243,60.5,146.75,61.0,148.17,61.01,145.4,5,b,1.507,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210335\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210335,
20260508_210433,1,235.278,-37.307,204.224,87.733,205.96,89.78,206.9,90.86,204.95,88.99,4,r,2.684,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210433\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210433,
20260508_210433,2,262.07,-35.441,197.032,42.045,198.26,41.07,199.18,41.85,197.3,40.47,6,b,1.568,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210433\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210433,
20260508_210433,3,180.828,-30.645,190.777,183.994,195.09,182.86,196.0,184.5,194.58,181.6,2,b,4.46,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210433\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210433,
20260508_210433,4,210.804,-24.743,172.489,130.509,174.85,131.84,175.69,133.17,173.98,130.69,4,r,2.71,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210433\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210433,
20260508_210433,5,250.955,-11.927,135.908,61.351,137.86,59.71,138.6,60.6,138.31,59.48,5,b,2.551,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210433\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210433,
20260508_210433,6,172.429,-5.018,121.642,198.958,123.93,195.47,124.62,197.19,124.02,194.28,4,r,4.171,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210433\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210433,
20260508_210433,7,225.72,-4.662,118.067,104.647,120.32,103.51,121.0,104.67,120.49,102.94,5,b,2.524,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210433\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210433,
20260508_210433,8,197.947,-3.411,116.064,153.244,119.2,151.96,119.88,153.41,119.01,151.1,3,b,3.389,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210433\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210433,
20260508_210433,9,262.085,10.688,76.528,43.124,78.94,41.72,79.5,42.5,79.3,41.27,5,b,2.791,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210433\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210433,
20260508_210433,10,186.512,17.256,61.287,173.486,58.5,172.43,59.0,174.0,58.89,171.21,5,b,2.981,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210433\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210433,
20260508_210433,11,215.808,17.291,60.516,121.998,59.41,123.81,59.91,125.09,59.46,122.88,5,b,2.123,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210433\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210433,
20260508_210433,12,239.19,17.713,58.888,81.84,59.08,82.66,59.58,83.69,59.04,81.64,4,r,0.842,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210433\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210433,
20260508_210535,1,262.047,-37.151,201.549,42.043,197.09,40.89,198.0,41.67,196.5,41.21,3,b,4.605,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210535\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210535,
20260508_210535,2,194.402,-35.696,203.4,159.597,204.84,161.99,205.78,163.5,203.78,160.79,5,b,2.793,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210535\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210535,
20260508_210535,3,234.818,-27.889,179.14,88.659,181.33,91.22,182.2,92.3,180.21,90.27,6,b,3.37,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210535\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210535,
20260508_210535,4,172.959,-21.391,166.118,198.177,170.09,195.69,170.93,197.41,169.91,194.29,1,r,4.686,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210535\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210535,
20260508_210535,5,265.692,-12.615,136.895,36.525,138.96,33.83,139.7,34.57,139.19,33.85,2,b,3.395,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210535\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210535,
20260508_210535,6,195.46,-12.094,139.489,157.666,139.45,155.71,140.19,157.18,139.37,154.73,4,r,1.957,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210535\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210535,
20260508_210535,7,219.284,-7.95,127.103,115.778,127.32,118.03,128.02,119.28,127.37,116.76,6,b,2.262,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210535\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210535,
20260508_210535,8,243.31,-4.648,117.195,74.469,120.92,73.62,121.6,74.6,120.72,73.25,5,b,3.821,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210535\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210535,
20260508_210535,9,207.638,13.858,69.772,136.214,70.27,136.53,70.8,137.89,70.5,135.0,4,r,0.59,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210535\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210535,
20260508_210535,10,177.195,14.249,69.557,190.167,65.05,189.26,65.57,190.93,65.78,187.24,2,b,4.598,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210535\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210535,
20260508_210535,11,256.516,15.208,64.987,52.543,66.15,51.16,66.67,52.0,66.52,50.9,3,b,1.807,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210535\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210535,
20260508_210535,12,231.049,15.591,64.613,95.705,64.39,95.59,64.91,96.7,64.28,94.48,2,b,0.251,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210535\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210535,
20260508_210629,1,190.339,-37.763,209.388,166.888,212.41,168.91,213.37,170.46,212.03,167.64,2,b,3.637,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210629\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210629,
20260508_210629,2,250.318,-37.14,202.502,61.933,203.92,63.33,204.86,64.24,202.63,63.5,1,r,1.99,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210629\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210629,
20260508_210629,3,215.133,-28.01,180.943,122.887,182.7,124.22,183.57,125.5,182.01,122.98,4,r,2.205,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210629\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210629,
20260508_210629,4,172.1,-22.127,168.188,199.747,172.64,194.96,173.48,196.67,172.2,193.86,6,b,6.537,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210629\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210629,
20260508_210629,5,242.409,-11.904,136.32,75.883,136.49,75.37,137.22,76.36,136.69,75.14,6,b,0.541,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210629\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210629,
20260508_210629,6,195.499,-8.308,129.313,157.591,132.64,158.01,133.36,159.5,132.56,156.65,4,r,3.353,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210629\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210629,
20260508_210629,7,266.186,-6.564,121.109,35.852,124.26,33.24,124.96,33.97,124.77,32.86,4,r,4.093,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210629\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210629,
20260508_210629,8,218.013,-2.12,111.695,118.034,111.39,118.63,112.04,119.88,111.26,117.97,1,r,0.67,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210629\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210629,
20260508_210629,9,174.704,9.215,83.142,194.696,81.18,194.23,81.75,195.93,81.24,192.44,6,b,2.016,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210629\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210629,
20260508_210629,10,239.822,16.711,61.482,80.75,60.72,82.47,61.22,83.5,61.33,81.83,3,b,1.881,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210629\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210629,
20260508_210629,11,266.806,17.413,59.061,35.426,63.58,34.35,64.09,35.09,64.19,34.24,5,b,4.645,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210629\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210629,
20260508_210629,12,203.713,17.505,60.228,143.096,59.5,143.1,60.0,144.5,60.27,141.61,3,b,0.728,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210629\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210629,
20260508_210723,1,183.681,-35.041,202.544,178.868,205.96,180.33,206.9,181.95,204.99,178.91,5,b,3.716,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210723\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210723,
20260508_210723,2,237.55,-33.956,195.089,83.864,197.58,83.74,198.5,84.78,196.64,83.04,5,b,2.494,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210723\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210723,
20260508_210723,3,209.653,-28.758,183.374,132.519,184.72,134.26,185.6,135.6,183.89,133.47,3,b,2.201,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210723\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210723,
20260508_210723,4,261.85,-26.189,172.68,42.639,175.65,41.72,176.5,42.5,174.6,41.34,5,b,3.108,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210723\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210723,
20260508_210723,5,192.378,-7.978,128.593,163.142,128.21,163.28,128.91,164.8,128.49,162.8,2,b,0.407,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210723\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210723,
20260508_210723,6,240.396,-7.857,125.771,79.386,129.07,77.85,129.78,78.85,129.19,77.54,6,b,3.639,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210723\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210723,
20260508_210723,7,216.157,-4.425,117.897,121.249,119.72,120.34,120.4,121.6,119.88,119.72,5,b,2.037,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210723\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210723,
20260508_210723,8,266.644,-1.178,107.097,35.224,110.85,31.77,111.5,32.5,111.28,31.21,3,b,5.1,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210723\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210723,
20260508_210723,9,173.949,9.083,83.522,196.059,82.43,193.3,83.0,195.0,82.28,192.04,5,b,2.967,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210723\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210723,
20260508_210723,10,227.551,16.343,62.73,101.715,62.54,104.73,63.05,105.9,63.06,104.07,3,b,3.021,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210723\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210723,
20260508_210723,11,251.038,17.265,59.79,61.788,61.24,61.68,61.75,62.59,61.04,60.92,2,b,1.454,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210723\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210723,
20260508_210723,12,201.313,17.842,59.391,147.309,57.12,148.6,57.61,150.03,57.52,147.09,4,r,2.612,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210723\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210723,
20260508_210823,1,185.156,-37.598,209.402,176.22,212.99,178.49,213.95,180.1,211.78,177.2,5,b,4.246,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210823\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210823,
20260508_210823,2,240.763,-33.418,193.396,78.347,195.13,80.39,196.04,81.41,194.34,79.8,4,r,2.68,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210823\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210823,
20260508_210823,3,215.004,-32.991,194.345,123.082,194.47,124.82,195.38,126.11,193.3,123.73,1,r,1.742,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210823\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210823,
20260508_210823,4,265.127,-31.421,186.198,36.998,187.46,36.42,188.35,37.17,186.55,36.1,4,r,1.388,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210823\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210823,
20260508_210823,5,174.646,-14.985,148.56,195.047,152.07,192.83,152.85,194.52,151.17,191.54,6,b,4.151,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210823\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210823,
20260508_210823,6,234.25,-10.257,132.421,89.879,135.27,90.42,136.0,91.5,135.74,89.52,3,b,2.899,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210823\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210823,
20260508_210823,7,258.349,-8.83,127.406,48.934,129.48,47.32,130.19,48.14,129.87,47.09,6,b,2.629,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210823\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210823,
20260508_210823,8,200.414,-6.432,124.027,148.879,124.8,148.57,125.5,150.0,124.69,147.65,5,b,0.832,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210823\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210823,
20260508_210823,9,173.0,10.422,79.952,197.756,78.29,194.75,78.85,196.46,78.12,193.82,3,b,3.435,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210823\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210823,
20260508_210823,10,222.178,14.851,66.774,110.954,67.31,112.24,67.83,113.45,67.57,110.96,4,r,1.393,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210823\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210823,
20260508_210823,11,252.72,17.381,59.452,58.961,62.39,58.04,62.9,58.92,62.43,56.98,6,b,3.079,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210823\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210823,
20260508_210823,12,195.809,17.625,60.091,157.003,57.33,159.5,57.83,161.0,57.42,157.78,3,b,3.723,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210823\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210823,
20260508_210917,1,242.814,-37.743,204.743,74.754,200.27,75.23,201.19,76.22,199.27,74.64,4,r,4.498,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210917\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210917,
20260508_210917,2,174.241,-35.607,204.919,195.996,207.67,199.26,208.62,201.0,206.63,197.61,1,r,4.268,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210917\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210917,
20260508_210917,3,219.496,-29.417,184.385,115.238,185.72,116.36,186.6,117.6,184.61,115.6,5,b,1.743,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210917\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210917,
20260508_210917,4,265.364,-24.574,168.195,36.772,169.45,36.74,170.29,37.5,168.93,36.2,3,b,1.256,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210917\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210917,
20260508_210917,5,197.79,-20.702,162.526,153.533,161.71,153.93,162.52,155.4,161.37,153.22,2,b,0.907,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210917\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210917,
20260508_210917,6,172.288,-11.61,139.532,199.287,140.92,195.79,141.67,197.51,140.34,194.34,4,r,3.763,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210917\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210917,
20260508_210917,7,226.935,-7.14,124.563,102.521,126.7,103.24,127.4,104.4,126.36,102.11,5,b,2.255,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210917\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210917,
20260508_210917,8,252.627,-3.07,112.634,58.702,112.22,56.71,112.88,57.59,113.01,56.55,3,b,2.034,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210917\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210917,
20260508_210917,9,207.305,10.053,79.851,136.784,78.01,135.93,78.57,137.29,78.54,134.25,6,b,2.029,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210917\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210917,
20260508_210917,10,179.75,12.945,72.978,185.593,72.25,184.22,72.79,185.87,72.33,182.48,4,r,1.555,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210917\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210917,
20260508_210917,11,266.923,15.491,64.006,35.183,67.87,29.89,68.4,30.6,67.69,29.88,3,b,6.554,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210917\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210917,
20260508_210917,12,235.769,17.317,59.996,87.66,59.91,89.28,60.41,90.35,59.94,88.26,4,r,1.622,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210917\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210917,
20260508_211013,1,225.883,-36.182,202.012,104.035,204.06,105.33,205.0,106.5,203.46,103.94,3,b,2.423,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211013\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211013,
20260508_211013,2,191.994,-36.142,204.823,163.911,206.11,164.37,207.05,165.9,205.38,163.03,5,b,1.366,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211013\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211013,
20260508_211013,3,250.474,-35.307,197.625,61.704,199.37,63.79,200.29,64.71,199.0,63.75,3,b,2.72,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211013\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211013,
20260508_211013,4,172.155,-20.064,162.554,199.624,167.89,197.77,168.71,199.5,166.73,196.62,5,b,5.649,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211013\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211013,
20260508_211013,5,211.693,-14.682,145.468,128.995,146.74,128.97,147.5,130.29,145.97,128.12,5,b,1.272,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211013\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211013,
20260508_211013,6,235.011,-8.872,128.724,88.592,131.67,89.75,132.39,90.83,132.17,89.33,1,r,3.165,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211013\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211013,
20260508_211013,7,258.206,-5.381,118.409,49.253,120.44,48.23,121.12,49.05,120.9,47.91,6,b,2.274,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211013\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211013,
20260508_211013,8,191.641,-2.388,113.62,164.438,115.28,163.66,115.95,165.18,115.36,161.75,4,r,1.833,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211013\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211013,
20260508_211013,9,174.342,13.852,70.7,195.301,68.47,193.3,69.0,195.0,68.92,191.7,5,b,2.997,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211013\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211013,
20260508_211013,10,231.808,14.724,66.861,94.394,68.62,95.87,69.14,96.99,68.41,95.55,1,r,2.296,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211013\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211013,
20260508_211013,11,205.62,16.811,62.018,139.753,59.64,142.49,60.15,143.88,60.31,140.9,6,b,3.626,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211013\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211013,
20260508_211013,12,265.515,16.985,60.191,37.561,63.96,35.33,64.47,36.08,64.71,35.2,1,r,4.38,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211013\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211013,
20260508_211103,1,202.309,-37.776,208.357,145.495,210.27,148.59,211.22,150.02,209.48,147.61,4,r,3.639,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211103\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_211103,
