session_id,point_index,world_x,world_y,expected_pixel_x,expected_pixel_y,matched_pixel_x,matched_pixel_y,raw_pip_center_x,raw_pip_center_y,die_center_x,die_center_y,value,color,pixel_match_distance,detection_json,capture_dir,notes
20260508_205246,10,202.534,14.837,67.317,145.161,62.41,144.48,62.92,145.89,62.4,143.19,6,b,4.954,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205246\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205246,
20260508_205246,11,176.428,15.07,67.378,191.537,65.19,192.18,65.71,193.87,65.05,191.08,2,b,2.281,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205246\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205246,
20260508_205246,12,227.408,17.961,58.499,101.978,58.32,104.3,58.81,105.47,58.97,103.48,1,r,2.329,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205246\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205246,
20260508_205350,1,191.545,-34.384,200.076,164.711,201.57,165.18,202.5,166.71,200.33,164.22,5,b,1.566,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205350\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205350,
20260508_205350,2,242.35,-31.59,188.408,75.654,190.61,76.72,191.5,77.71,189.81,76.8,5,b,2.446,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205350\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205350,
20260508_205350,3,266.095,-31.354,185.947,35.373,187.82,34.5,188.7,35.24,186.73,33.84,4,r,2.066,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205350\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205350,
20260508_205350,4,216.738,-29.55,184.956,120.064,180.74,120.34,181.6,121.6,180.48,120.01,3,b,4.225,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205350\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205350,
20260508_205350,5,176.097,-16.689,153.1,192.435,156.49,188.4,157.28,190.07,155.98,187.9,1,r,5.27,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205350\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205350,
20260508_205350,6,230.746,-10.352,132.862,95.908,135.25,95.81,135.98,96.93,135.69,95.02,6,b,2.39,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205350\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205350,
20260508_205350,7,202.914,-10.312,134.283,144.459,137.38,144.18,138.12,145.59,137.39,142.95,3,b,3.11,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205350\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205350,
20260508_205350,8,259.765,-7.576,124.06,46.583,126.17,45.32,126.87,46.13,127.18,44.97,1,r,2.459,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205350\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205350,
20260508_205350,9,172.92,12.329,74.83,197.88,72.84,197.64,73.38,199.37,72.29,196.18,2,b,2.004,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205350\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205350,
20260508_205350,10,228.715,14.111,68.546,99.691,69.0,101.93,69.53,103.08,69.28,100.44,2,b,2.285,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205350\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205350,
20260508_205350,11,199.255,14.552,68.158,150.928,66.98,152.77,67.5,154.22,67.56,150.92,5,b,2.186,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205350\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205350,
20260508_205350,12,255.671,17.562,58.919,54.011,61.74,54.89,62.25,55.75,62.03,53.76,3,b,2.954,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205350\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205350,
20260508_205500,1,222.965,-37.606,206.086,109.108,206.06,111.79,207.0,113.0,205.28,110.9,5,b,2.682,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205500\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205500,
20260508_205500,2,266.863,-34.543,194.278,34.001,194.46,33.72,195.37,34.45,193.73,33.12,2,b,0.335,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205500\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205500,
20260508_205500,3,199.346,-32.869,195.305,150.769,195.59,151.06,196.5,152.5,195.04,149.89,3,b,0.407,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205500\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205500,
20260508_205500,4,175.254,-31.637,193.948,194.112,197.68,192.9,198.6,194.6,197.02,191.73,5,b,3.924,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205500\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205500,
20260508_205500,5,246.149,-20.95,159.95,69.347,162.31,68.64,163.12,69.59,161.29,68.86,3,b,2.464,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205500\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205500,
20260508_205500,6,222.899,-14.14,143.354,109.442,147.13,111.01,147.9,112.22,146.27,110.03,1,r,4.088,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205500\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205500,
20260508_205500,7,266.506,-7.39,123.242,35.296,124.33,34.2,125.03,34.94,125.05,33.23,1,r,1.545,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205500\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205500,
20260508_205500,8,197.721,0.879,104.605,153.641,105.48,153.95,106.12,155.41,105.11,152.31,5,b,0.928,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205500\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205500,
20260508_205500,9,243.297,12.391,72.644,74.78,73.16,75.17,73.7,76.16,73.87,74.91,2,b,0.647,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205500\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205500,
20260508_205500,10,176.812,12.546,74.133,190.87,71.83,190.52,72.37,192.21,72.17,188.46,4,r,2.329,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205500\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205500,
20260508_205500,11,266.311,16.554,61.283,36.227,63.03,35.21,63.55,35.96,63.58,34.33,2,b,2.021,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205500\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205500,
20260508_205500,12,214.696,17.108,61.023,123.927,59.64,125.52,60.14,126.81,60.23,123.89,5,b,2.109,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205500\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205500,
20260508_205604,1,264.626,-37.113,201.234,37.697,200.19,36.83,201.12,37.59,198.79,36.99,3,b,1.357,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205604\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205604,
20260508_205604,2,231.204,-35.943,200.922,94.798,197.48,95.49,198.4,96.6,196.87,94.4,3,b,3.511,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205604\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205604,
20260508_205604,3,179.016,-34.194,200.63,187.304,205.94,187.35,206.88,189.02,204.59,185.98,2,b,5.31,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205604\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205604,
20260508_205604,4,204.003,-32.625,194.26,142.495,196.56,143.78,197.48,145.18,195.25,142.82,2,b,2.634,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205604\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205604,
20260508_205604,5,248.373,-20.127,157.633,65.575,160.13,66.22,160.93,67.16,159.22,65.67,1,r,2.579,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205604\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205604,
20260508_205604,6,221.469,-10.803,134.565,111.956,136.86,111.91,137.59,113.12,136.39,111.19,5,b,2.295,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205604\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205604,
20260508_205604,7,177.202,-7.814,128.963,190.354,130.68,186.87,131.39,188.53,130.33,184.93,6,b,3.885,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205604\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205604,
20260508_205604,8,243.34,4.391,93.518,74.572,96.72,73.18,97.33,74.16,97.26,72.46,4,r,3.491,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205604\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205604,
20260508_205604,9,267.456,6.673,86.738,34.072,90.91,31.77,91.5,32.5,91.0,31.47,5,b,4.765,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205604\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205604,
20260508_205604,10,199.506,7.546,86.763,150.486,86.05,150.29,86.62,151.73,86.24,148.97,4,r,0.74,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205604\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205604,
20260508_205604,11,221.84,15.25,65.735,111.541,65.73,114.03,66.25,115.25,66.31,113.45,3,b,2.489,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205604\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205604,
20260508_205604,12,175.584,16.308,64.084,193.042,61.89,191.8,62.4,193.49,61.87,191.04,1,r,2.521,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205604\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205604,
20260508_205707,1,251.857,-35.483,197.979,59.346,192.78,60.1,193.68,61.0,191.69,59.52,6,b,5.253,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205707\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205707,
20260508_205707,2,194.829,-34.249,199.429,158.83,199.25,160.17,200.17,161.67,198.32,159.1,4,r,1.352,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205707\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205707,
20260508_205707,3,219.393,-27.942,180.439,115.43,182.48,115.53,183.35,116.76,182.04,115.18,2,b,2.044,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205707\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205707,
20260508_205707,4,172.098,-23.232,171.206,199.763,175.65,196.78,176.5,198.5,174.56,195.35,5,b,5.353,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205707\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205707,
20260508_205707,5,240.199,-14.597,143.547,79.616,147.44,79.78,148.2,80.8,146.72,78.88,2,b,3.896,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205707\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205707,
20260508_205707,6,263.447,-6.55,121.205,40.432,125.42,38.65,126.12,39.41,125.06,38.18,3,b,4.576,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205707\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205707,
20260508_205707,7,188.411,-4.768,120.167,170.206,121.75,168.16,122.43,169.7,122.06,167.57,2,b,2.587,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205707\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205707,
20260508_205707,8,216.413,-3.372,115.089,120.81,116.73,121.33,117.4,122.6,116.74,120.41,3,b,1.721,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205707\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205707,
20260508_205707,9,230.192,16.126,63.235,97.18,64.2,98.7,64.71,99.83,64.66,97.94,4,r,1.8,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205707\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205707,
20260508_205707,10,258.956,16.709,61.05,48.492,61.49,48.51,62.0,49.33,61.99,47.95,3,b,0.44,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205707\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205707,
20260508_205707,11,203.24,16.871,61.916,143.924,60.41,144.18,60.92,145.59,60.92,142.82,4,r,1.527,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205707\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205707,
20260508_205707,12,173.312,17.062,62.119,197.123,60.19,190.46,60.69,192.15,58.9,194.02,2,b,6.937,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205707\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205707,
20260508_205811,1,191.209,-37.975,209.888,165.326,211.44,166.86,212.4,168.4,210.29,165.59,3,b,2.182,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205811\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205811,
20260508_205811,2,265.944,-35.924,197.99,35.51,196.53,34.4,197.44,35.14,195.52,33.82,1,r,1.834,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205811\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205811,
20260508_205811,3,241.689,-34.905,197.279,76.733,193.31,76.3,194.21,77.29,192.16,75.83,6,b,3.992,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205811\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205811,
20260508_205811,4,214.45,-27.538,179.728,124.088,182.29,125.6,183.15,126.89,181.03,124.61,1,r,2.975,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205811\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205811,
20260508_205811,5,172.314,-24.0,173.288,199.379,177.64,195.78,178.5,197.5,176.8,194.84,5,b,5.647,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205811\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205811,
20260508_205811,6,252.588,-13.192,139.136,58.561,142.15,57.9,142.9,58.78,142.35,57.37,1,r,3.085,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205811\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205811,
20260508_205811,7,224.063,-6.002,121.694,107.501,122.58,108.9,123.26,110.09,122.53,107.91,4,r,1.656,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205811\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205811,
20260508_205811,8,188.127,-3.149,115.829,170.706,116.83,168.23,117.5,169.78,116.59,166.59,3,b,2.671,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205811\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205811,
20260508_205811,9,267.739,11.567,74.096,33.727,77.94,31.5,78.5,32.22,78.52,30.53,3,b,4.443,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205811\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205811,
20260508_205811,10,238.63,14.225,67.99,82.74,69.97,83.96,70.5,85.0,70.02,82.92,5,b,2.326,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205811\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205811,
20260508_205811,11,172.837,14.548,68.874,198.006,62.77,198.45,63.28,200.18,63.07,196.48,1,r,6.12,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205811\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205811,
20260508_205811,12,212.498,15.243,65.989,127.739,65.94,129.31,66.46,130.63,65.86,128.93,2,b,1.572,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205811\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205811,
20260508_205915,1,201.09,-37.633,208.077,147.663,208.95,149.98,209.89,151.42,208.02,148.9,5,b,2.476,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205915\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205915,
20260508_205915,2,262.782,-33.944,193.026,40.881,190.16,40.49,191.06,41.27,189.84,40.08,1,r,2.892,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205915\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205915,
20260508_205915,3,178.386,-30.034,189.306,188.411,193.6,186.84,194.5,188.5,192.83,185.8,5,b,4.572,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205915\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205915,
20260508_205915,4,238.105,-27.233,177.152,83.01,177.64,84.46,178.5,85.5,176.6,83.85,3,b,1.529,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205915\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205915,
20260508_205915,5,215.306,-18.969,156.704,122.641,158.78,123.86,159.58,125.14,158.34,122.83,6,b,2.408,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205915\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205915,
20260508_205915,6,259.514,-8.921,127.584,46.973,129.89,45.59,130.6,46.4,130.57,45.06,5,b,2.69,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205915\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205915,
20260508_205915,7,172.699,-5.592,123.183,198.475,124.72,196.03,125.41,197.75,124.1,194.29,2,b,2.888,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205915\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205915,
20260508_205915,8,198.117,-2.879,114.633,152.943,115.2,151.94,115.87,153.39,115.16,150.87,4,r,1.152,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205915\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205915,
20260508_205915,9,241.263,6.417,88.296,78.137,90.82,78.87,91.41,79.88,90.49,78.09,5,b,2.628,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205915\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205915,
20260508_205915,10,183.081,16.675,62.919,179.607,59.46,178.99,59.96,180.6,59.58,176.93,3,b,3.513,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205915\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205915,
20260508_205915,11,265.17,17.531,58.793,38.148,60.59,36.34,61.09,37.09,61.12,35.63,5,b,2.549,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205915\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205915,
20260508_205915,12,212.045,17.886,59.035,128.541,59.0,129.9,59.5,131.22,59.77,128.38,3,b,1.359,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205915\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_205915,
20260508_210032,1,173.498,-37.004,208.821,197.366,213.54,198.27,214.5,200.0,212.42,196.9,3,b,4.805,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210032\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210032,
20260508_210032,2,263.461,-35.549,197.204,39.698,198.45,40.21,199.37,40.99,197.16,40.19,1,r,1.347,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210032\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210032,
20260508_210032,3,217.366,-33.603,195.797,118.935,192.6,120.24,193.5,121.5,192.29,119.46,3,b,3.454,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210032\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210032,
20260508_210032,4,194.355,-26.288,177.869,159.661,180.19,160.17,181.06,161.67,179.65,159.09,4,r,2.376,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210032\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210032,
20260508_210032,5,237.481,-20.284,158.757,84.187,160.7,83.46,161.5,84.5,159.84,82.76,5,b,2.075,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210032\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210032,
20260508_210032,6,174.569,-11.904,140.196,195.155,142.86,190.81,143.61,192.5,142.32,189.35,2,b,5.097,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210032\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210032,
20260508_210032,7,263.016,-11.653,134.531,41.03,134.62,39.17,135.34,39.94,134.07,39.11,1,r,1.863,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210032\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210032,
20260508_210032,8,213.286,-6.758,124.242,126.247,126.27,127.48,126.97,128.79,126.35,126.4,6,b,2.374,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210032\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210032,
20260508_210032,9,183.016,9.946,80.908,179.767,78.71,179.51,79.26,181.12,79.12,177.64,4,r,2.213,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210032\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210032,
20260508_210032,10,240.499,12.509,72.415,79.533,72.72,81.52,73.26,82.55,73.33,80.49,2,b,2.01,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210032\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210032,
20260508_210032,11,209.187,16.395,63.032,133.516,61.7,135.21,62.2,136.56,62.67,133.53,6,b,2.155,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210032\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210032,
20260508_210032,12,264.897,17.269,59.474,38.596,63.49,37.24,64.0,38.0,63.67,36.39,4,r,4.239,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210032\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210032,
20260508_210224,1,218.902,-37.823,207.024,116.211,206.28,120.24,207.22,121.5,205.23,118.9,3,b,4.097,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210224\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210224,
20260508_210224,2,254.358,-37.032,201.877,55.062,202.57,54.36,203.5,55.22,202.26,53.98,3,b,0.986,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210224\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210224,
20260508_210224,3,195.159,-35.21,202.013,158.242,205.24,159.57,206.18,161.07,204.19,158.62,4,r,3.49,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210224\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210224,
20260508_210224,4,172.841,-27.255,182.148,198.456,187.12,196.78,188.0,198.5,186.41,195.62,5,b,5.247,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210224\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210224,
20260508_210224,5,267.253,-14.775,142.442,33.859,144.74,30.78,145.5,31.5,144.55,31.07,2,b,3.842,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210224\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210224,
20260508_210224,6,207.821,-13.109,141.491,135.803,143.85,137.24,144.6,138.6,143.5,135.92,3,b,2.762,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210224\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210224,
20260508_210224,7,185.187,-5.476,122.234,175.977,122.81,174.13,123.5,175.71,122.7,172.81,5,b,1.935,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210224\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210224,
20260508_210224,8,245.499,-5.125,118.343,70.737,118.82,69.05,119.5,70.0,118.91,68.74,5,b,1.754,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210224\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210224,
20260508_210224,9,226.778,12.133,73.784,102.998,75.12,103.84,75.67,105.0,75.53,103.1,5,b,1.579,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210224\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210224,
20260508_210224,10,263.961,13.385,69.509,40.059,70.53,37.77,71.06,38.53,70.76,36.76,6,b,2.507,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210224\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210224,
20260508_210224,11,200.921,14.765,67.549,147.996,67.23,148.49,67.76,149.92,68.07,146.79,6,b,0.589,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210224\frame_01.json,C:\Users\alex2\Desktop\openMV\results\semi_auto_calibration_20260508_210224,
